ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band	gene_biotype
ENSG00000146085	MUT	6	49398073	49430904	p12.3	protein_coding
ENSG00000214826	DDX12	12	9570287	9600824	p13.31	protein_coding
ENSG00000183340	JRKL	11	96123158	96126727	q21	protein_coding
ENSG00000198912	C1orf174	1	3805689	3816857	p36.32	protein_coding
ENSG00000069329	VPS35	16	46691891	46723104	q11.2	protein_coding
ENSG00000164219	PGGT1B	5	114546527	114598569	q22.3	protein_coding
ENSG00000170442	KRT86	12	52695649	52702947	q13.13	protein_coding
ENSG00000234836	AIF1	HSCHR6_MHC_DBB	31565139	31566976		protein_coding
ENSG00000172296	SPTLC3	20	12989627	13147411	p12.1	protein_coding
ENSG00000121848	RNF115	1	145611036	145690661	q21.1	protein_coding
ENSG00000149972	CNTN5	11	98891683	100229616	q22.1	protein_coding
ENSG00000203734	ECT2L	6	139117063	139225207	q24.1	protein_coding
ENSG00000154957	ZNF18	17	11880762	11900689	p12	protein_coding
ENSG00000196581	AJAP1	1	4714792	4843850	p36.32	protein_coding
ENSG00000112592	TBP	6	170863390	170881944	q27	protein_coding
ENSG00000240764	PCDHGC5	5	140868808	140892546	q31.3	protein_coding
ENSG00000139988	RDH12	14	68187559	68201167	q24.1	protein_coding
ENSG00000173706	HEG1	3	124684554	124774802	q21.2	protein_coding
ENSG00000153574	RPIA	2	88991162	89050427	p11.2	protein_coding
ENSG00000117281	CD160	1	145695798	145715614	q21.1	protein_coding
ENSG00000236142		1	5716266	5873800	p36.31	protein_coding
ENSG00000108823	SGCA	17	48241575	48253292	q21.33	protein_coding
ENSG00000066027	PPP2R5A	1	212458879	212535200	q32.3	protein_coding
ENSG00000131697	NPHP4	1	5922871	6052533	p36.31	protein_coding
ENSG00000234834	HLA-DPB2	HSCHR6_MHC_QBL	33009286	33030048		processed_transcript
ENSG00000131504	DIAPH1	5	140894583	140998622	q31.3	protein_coding
ENSG00000154174	TOMM70A	3	100082275	100120242	q12.2	protein_coding
ENSG00000111796	KLRB1	12	9747148	9760482	p13.31	protein_coding
ENSG00000167962	ZNF598	16	2047768	2059763	p13.3	protein_coding
ENSG00000106459	NRF1	7	129251555	129396922	q32.2	protein_coding
ENSG00000175895	PLEKHF2	8	96146032	96168912	q22.1	protein_coding
ENSG00000170128	GPR25	1	200842083	200843306	q32.1	protein_coding
ENSG00000235658	C6orf134	HSCHR6_MHC_MANN	30639294	30659275		protein_coding
ENSG00000215419		13	78235514	78236536	q22.3	protein_coding
ENSG00000031691	CENPQ	6	49431096	49460820	p12.3	protein_coding
ENSG00000121691	CAT	11	34460472	34493609	p13	protein_coding
ENSG00000156172	C8orf37	8	96257147	96281429	q22.1	protein_coding
ENSG00000125968	ID1	20	30193086	30194318	q11.21	protein_coding
ENSG00000114744	COMMD2	3	149456257	149470286	q25.1	protein_coding
ENSG00000069493	CLEC2D	12	9809270	9852039	p13.31	protein_coding
ENSG00000163362	C1orf106	1	200860176	200884863	q32.1	protein_coding
ENSG00000169599	NFU1	2	69622882	69664760	p13.3	protein_coding
ENSG00000072121	ZFYVE26	14	68194091	68283306	q24.1	protein_coding
ENSG00000174827	PDZK1	1	145726918	145764074	q21.1	protein_coding
ENSG00000184674	GSTT1	22	24340736	24384680	q11.23	protein_coding
ENSG00000206535	LNP1	3	100120037	100175163	q12.2	protein_coding
ENSG00000197746	PSAP	10	73576055	73611126	q22.1	protein_coding
ENSG00000141480	ARRB2	17	4613784	4624795	p13.2	protein_coding
ENSG00000188662	HILS1	17	48248789	48258539	q21.33	protein_coding
ENSG00000181458	TMEM45A	3	100211463	100296288	q12.2	protein_coding
ENSG00000070367	EXOC5	14	57669201	57735617	q22.3	protein_coding
ENSG00000085733	CTTN	11	70244510	70282690	q13.3	protein_coding
ENSG00000123612	ACVR1C	2	158388888	158485517	q24.1	protein_coding
ENSG00000065328	MCM10	10	13203554	13253104	p13	protein_coding
ENSG00000170615	SLC26A5	7	102993177	103086624	q22.1	protein_coding
ENSG00000184293	CLECL1	12	9875094	9885860	p13.31	protein_coding
ENSG00000136522	MRPL47	3	179306073	179322442	q26.33	protein_coding
ENSG00000203972	GLYATL3	6	49467671	49494760	p12.3	protein_coding
ENSG00000000460	C1orf112	1	169631245	169823221	q24.2	protein_coding
ENSG00000018236	CNTN1	12	41302156	41464094	q12	protein_coding
ENSG00000196275	GTF2IRD2	7	74210483	74267847	q11.23	protein_coding
ENSG00000154258	ABCA9	17	66970629	67057136	q24.2	protein_coding
ENSG00000135801	TAF5L	1	229728858	229761794	q42.13	protein_coding
ENSG00000180332	KCTD4	13	45766988	45775175	q14.12	protein_coding
ENSG00000055609	MLL3	7	151832007	152133628	q36.1	protein_coding
ENSG00000173221	GLRX	5	95087023	95158709	q15	protein_coding
ENSG00000133112	TPT1	13	45911008	45915505	q14.13	protein_coding
ENSG00000117262	GPR89A	1	145764411	145827073	q21.1	protein_coding
ENSG00000170523	KRT83	12	52708085	52715182	q13.13	protein_coding
ENSG00000140848	CPNE2	16	57126506	57181878	q13	protein_coding
ENSG00000146250	PRSS35	6	84222257	84235423	q14.2	protein_coding
ENSG00000188177	ZC3H6	2	113033171	113097640	q13	protein_coding
ENSG00000221955	SLC12A8	3	124801480	124931708	q21.2	protein_coding
ENSG00000065559	MAP2K4	17	11924141	12047140	p12	protein_coding
ENSG00000069424	KCNAB2	1	6051526	6161253	p36.31	protein_coding
ENSG00000235307	BRD2	HSCHR6_MHC_SSTO	33026347	33089202		protein_coding
ENSG00000164125	FAM198B	4	159045626	159094470	q32.1	protein_coding
ENSG00000129083	COPB1	11	14464986	14521573	p15.2	protein_coding
ENSG00000108821	COL1A1	17	48260650	48278993	q21.33	protein_coding
ENSG00000092529	CAPN3	15	42640301	42704515	q15.1	protein_coding
ENSG00000116852	KIF21B	1	200938520	200992828	q32.1	protein_coding
ENSG00000224929	HLA-DPA3	HSCHR6_MHC_QBL	33027765	33039900		pseudogene
ENSG00000135597	REPS1	6	139224630	139309398	q24.1	protein_coding
ENSG00000238100	HCG24	HSCHR6_MHC_QBL	33041365	33044349		processed_transcript
ENSG00000231030	ZNF314P	HSCHR6_MHC_QBL	33112312	33112935		pseudogene
ENSG00000156466	GDF6	8	97154558	97173020	q22.1	protein_coding
ENSG00000235684		HSCHR6_MHC_QBL	33134418	33136320		pseudogene
ENSG00000231343	HCG25	HSCHR6_MHC_QBL	33146133	33151585		processed_transcript
ENSG00000075975	MKRN2	3	12598513	12625212	p25.2	protein_coding
ENSG00000130005	GAMT	19	1397089	1401552	p13.3	protein_coding
ENSG00000230193	MYL8P	HSCHR6_MHC_QBL	33235605	33236122		pseudogene
ENSG00000232376	LYPLA2P1	HSCHR6_MHC_QBL	33262169	33262864		pseudogene
ENSG00000212928		14	57671888	57673291	q22.3	protein_coding
ENSG00000164221	CCDC112	5	114602885	114632528	q22.3	protein_coding
ENSG00000227168	RPL35AP4	HSCHR6_MHC_QBL	33285981	33286082		pseudogene
ENSG00000197261	C6orf141	6	49518359	49529620	p12.3	protein_coding
ENSG00000164695	CHMP4C	8	82644669	82671750	q21.13	protein_coding
ENSG00000228099	RPL12P1	HSCHR6_MHC_QBL	33296657	33297154		pseudogene
ENSG00000110848	CD69	12	9905082	9913497	p13.31	protein_coding
ENSG00000239756	PHF1	HSCHR6_MHC_QBL	33306984	33307829		processed_transcript
ENSG00000110958	PTGES3	12	57057127	57082078	q13.3	protein_coding
ENSG00000177548	RABEP2	16	28915743	28937073	p11.2	protein_coding
ENSG00000196644	GPR89C	1	145883868	145924373	q21.1	protein_coding
ENSG00000053770	MUDENG	14	57735606	57756797	q22.3	protein_coding
ENSG00000152527	PLEKHH2	2	43864412	43995126	p21	protein_coding
ENSG00000139737	SLAIN1	13	78272023	78338377	q22.3	protein_coding
ENSG00000183971	NPW	16	2069521	2070755	p13.3	protein_coding
ENSG00000231370	BAT2	HSCHR6_MHC_DBB	31570625	31587723		protein_coding
ENSG00000065054	SLC9A3R2	16	2076888	2089026	p13.3	protein_coding
ENSG00000154262	ABCA6	17	67074847	67138015	q24.3	protein_coding
ENSG00000150045	KLRF1	12	9980077	9997601	p13.31	protein_coding
ENSG00000132155	RAF1	3	12625100	12705725	p25.2	protein_coding
ENSG00000228325		2	90537838	90538390	p11.1	protein_coding
ENSG00000163060	TEKT4	2	95537178	95542574	q11.1	protein_coding
ENSG00000236882	C5orf27	5	95187936	95195837	q15	protein_coding
ENSG00000152042	NBPF11	1	146032543	146068245	q21.1	protein_coding
ENSG00000099991	CABIN1	22	24407642	24574596	q11.23	protein_coding
ENSG00000196458	ZNF605	12	133498042	133532892	q24.33	protein_coding
ENSG00000164124	TMEM144	4	159122756	159176563	q32.1	protein_coding
ENSG00000115170	ACVR1	2	158592958	158732374	q24.1	protein_coding
ENSG00000206199	C3orf16	3	149478892	149686172	q25.1	protein_coding
ENSG00000185920	PTCH1	9	98205262	98279339	q22.32	protein_coding
ENSG00000110852	CLEC2B	12	10004977	10022458	p13.31	protein_coding
ENSG00000065600	TMEM206	1	212537273	212588237	q32.3	protein_coding
ENSG00000065609	SNAP91	6	84262599	84419410	q14.2	protein_coding
ENSG00000165623	UCMA	10	13263767	13276331	p13	protein_coding
ENSG00000188404	SELL	1	169659808	169680839	q24.2	protein_coding
ENSG00000198393	ZNF26	12	133563056	133589153	q24.33	protein_coding
ENSG00000182139		11	3436152	3436887	p15.4	protein_coding
ENSG00000144820	GPR128	3	100328433	100414323	q12.2	protein_coding
ENSG00000167311	ART5	11	3659733	3663546	p15.4	protein_coding
ENSG00000225998	LSM2	HSCHR6_MHC_MCF	31841473	31851062		protein_coding
ENSG00000172005	MAL	2	95691422	95719737	q11.1	protein_coding
ENSG00000198040	ZNF84	12	133613878	133639884	q24.33	protein_coding
ENSG00000135443	KRT85	12	52753790	52761309	q13.13	protein_coding
ENSG00000112077	RHAG	6	49572871	49604587	p12.3	protein_coding
ENSG00000178568	ERBB4	2	212240446	213403565	q34	protein_coding
ENSG00000129744	ART1	11	3666358	3685646	p15.4	protein_coding
ENSG00000188393	CLEC2A	12	10051272	10084980	p13.31	protein_coding
ENSG00000161849	KRT84	12	52771596	52779417	q13.13	protein_coding
ENSG00000144029	MRPS5	2	95752952	95815179	q11.1	protein_coding
ENSG00000107537	PHYH	10	13319796	13344412	p13	protein_coding
ENSG00000129749	CHRNA10	11	3686817	3692614	p15.4	protein_coding
ENSG00000236438	FAM157A	3	197879237	197896723	q29	protein_coding
ENSG00000150667	FSIP1	15	39892232	40075039	q14	protein_coding
ENSG00000169629	RGPD8	2	113127669	113192065	q13	protein_coding
ENSG00000172322	CLEC12A	12	10124008	10171399	p13.2	protein_coding
ENSG00000101230	ISM1	20	13202418	13281298	p12.1	protein_coding
ENSG00000135763	URB2	1	229761981	229795946	q42.13	protein_coding
ENSG00000117691	NENF	1	212606229	212619714	q32.3	protein_coding
ENSG00000223587		3	65431	66175	p26.3	processed_transcript
ENSG00000134864	A2LD1	13	101183801	101241782	q32.3	protein_coding
ENSG00000224918		3	95031	96029	p26.3	processed_transcript
ENSG00000165966	PDZRN4	12	41582258	41968382	q12	protein_coding
ENSG00000071994	PDCD2	6	170886450	170893748	q27	protein_coding
ENSG00000162105	SHANK2	11	70313961	70963623	q13.4	protein_coding
ENSG00000232637		1	146033277	146253110	q21.1	protein_coding
ENSG00000071626	DAZAP1	19	1407584	1435683	p13.3	protein_coding
ENSG00000232957	HLA-DOA	HSCHR6_MHC_SSTO	33111813	33117246		protein_coding
ENSG00000177455	CD19	16	28943260	28950663	p11.2	protein_coding
ENSG00000104497	SNX16	8	82711816	82755101	q21.13	protein_coding
ENSG00000137177	KIF13A	6	17759414	17987854	p22.3	protein_coding
ENSG00000135374	ELF5	11	34500340	34535352	p13	protein_coding
ENSG00000131055	COX4I2	20	30225691	30232809	q11.21	protein_coding
ENSG00000172775	FAM192A	16	57186387	57219976	q13	protein_coding
ENSG00000161920	MED11	17	4634708	4636888	p13.2	protein_coding
ENSG00000110713	NUP98	11	3692313	3819022	p15.4	protein_coding
ENSG00000224318		3	237441	239024	p26.3	processed_transcript
ENSG00000136521	NDUFB5	3	179322478	179345435	q26.33	protein_coding
ENSG00000161850	KRT82	12	52787735	52800176	q13.13	protein_coding
ENSG00000100029	PES1	22	30972615	31003070	q12.2	protein_coding
ENSG00000231660		3	350397	351005	p26.3	pseudogene
ENSG00000114354	TFG	3	100428205	100467810	q12.2	protein_coding
ENSG00000234661		3	405053	427478	p26.3	processed_transcript
ENSG00000224957		3	577914	887698	p26.3	processed_transcript
ENSG00000236177	HLA-DPA1	HSCHR6_MHC_SSTO	33171992	33188198		protein_coding
ENSG00000089123	TASP1	20	13370037	13619587	p12.1	protein_coding
ENSG00000082996	RNF13	3	149530495	149679926	q25.1	protein_coding
ENSG00000238075		3	659472	659997	p26.3	pseudogene
ENSG00000161921	CXCL16	17	4636828	4643223	p13.2	protein_coding
ENSG00000007001	UPP2	2	158851691	158992478	q24.1	protein_coding
ENSG00000125247	TMTC4	13	101256091	101327347	q32.3	protein_coding
ENSG00000165895	ARHGAP42	11	100558384	100861656	q22.1	protein_coding
ENSG00000030419	IKZF2	2	213864429	214017151	q34	protein_coding
ENSG00000118985	ELL2	5	95220802	95297775	q15	protein_coding
ENSG00000224239		3	898807	899774	p26.3	processed_transcript
ENSG00000186275	NBPF12	1	146373546	146467744	q21.1	protein_coding
ENSG00000220212		6	105919	106856	p25.3	pseudogene
ENSG00000143641	GALNT2	1	230193737	230417870	q42.13	protein_coding
ENSG00000235158		3	1049819	1054618	p26.3	processed_transcript
ENSG00000162772	ATF3	1	212738676	212794119	q32.3	protein_coding
ENSG00000170590		6	131910	144885	p25.3	processed_transcript
ENSG00000232563		3	1435857	1436132	p26.3	pseudogene
ENSG00000184423		3	1637458	1637929	p26.3	pseudogene
ENSG00000217929		6	142705	145059	p25.3	pseudogene
ENSG00000234823		6	155135	156639	p25.3	processed_transcript
ENSG00000186591	UBE2H	7	129470572	129592789	q32.2	protein_coding
ENSG00000139977	NAA30	14	57857271	57879466	q22.3	protein_coding
ENSG00000227129	NEU1	HSCHR6_MHC_MCF	31901917	31907164		protein_coding
ENSG00000214074		3	1771754	1772158	p26.3	pseudogene
ENSG00000138036	DYNC2LI1	2	44001178	44037149	p21	protein_coding
ENSG00000174032	SLC25A30	13	45967451	45992590	q14.13	protein_coding
ENSG00000218577		6	167607	170631	p25.3	pseudogene
ENSG00000141052	MYOCD	17	12569214	12672266	p12	protein_coding
ENSG00000007908	SELE	1	169691781	169703220	q24.2	protein_coding
ENSG00000224179		6	224950	226400	p25.3	processed_transcript
ENSG00000230433		6	524171	525581	p25.3	processed_transcript
ENSG00000153237	CCDC148	2	159027593	159313265	q24.1	protein_coding
ENSG00000167105	TMEM92	17	48348767	48358844	q21.33	protein_coding
ENSG00000115268	RPS15	19	1438363	1440492	p13.3	protein_coding
ENSG00000163132	MSX1	4	4861393	4865663	p16.2	protein_coding
ENSG00000100557	C14orf105	14	57936019	57960576	q22.3	protein_coding
ENSG00000114999	TTL	2	113239731	113290227	q13	protein_coding
ENSG00000170891	CYTL1	4	5016313	5021199	p16.2	protein_coding
ENSG00000251258	RFPL4B	6	112668532	112672498	q21	protein_coding
ENSG00000176953	NFATC2IP	16	28962313	28978418	p11.2	protein_coding
ENSG00000115266	APC2	19	1450148	1473243	p13.3	protein_coding
ENSG00000015532	XYLT2	17	48423453	48440499	q21.33	protein_coding
ENSG00000155130	MARCKS	6	114178541	114184648	q21	protein_coding
ENSG00000188971		2	69686414	69693664	p13.3	protein_coding
ENSG00000160193	WDR4	21	44263204	44299678	q22.3	protein_coding
ENSG00000115977	AAK1	2	69688532	69901481	p13.3	protein_coding
ENSG00000151233	GXYLT1	12	42475650	42538673	q12	protein_coding
ENSG00000196591	HDAC2	6	114254192	114332472	q21	protein_coding
ENSG00000091732	ZC3HC1	7	129658126	129691291	q32.2	protein_coding
ENSG00000159579	RSPRY1	16	57220209	57274386	q13	protein_coding
ENSG00000233164	C6orf136	HSCHR6_MHC_MANN	30659491	30665556		protein_coding
ENSG00000170454	KRT75	12	52817983	52828309	q13.13	protein_coding
ENSG00000175426	PCSK1	5	95726119	95769847	q15	protein_coding
ENSG00000196387	ZNF140	12	133657037	133684260	q24.33	protein_coding
ENSG00000116254	CHD5	1	6161853	6240183	p36.31	protein_coding
ENSG00000089048	ESF1	20	13694969	13765532	p12.1	protein_coding
ENSG00000219712		6	669081	670307	p25.3	pseudogene
ENSG00000015153	YAF2	12	42550906	42632050	q12	protein_coding
ENSG00000152953	STK32B	4	5053169	5502725	p16.2	protein_coding
ENSG00000214073		3	1947335	1947809	p26.3	pseudogene
ENSG00000228381		8	144636573	144690033	q24.3	protein_coding
ENSG00000229796		6	958563	962511	p25.3	processed_transcript
ENSG00000218027		6	1513936	1515524	p25.3	pseudogene
ENSG00000204839	C8orf73	8	144648357	144655141	q24.3	protein_coding
ENSG00000225044		3	2004065	2029154	p26.3	processed_transcript
ENSG00000250903		6	2245982	2413825	p25.3	lincRNA
ENSG00000165682	CLEC1B	12	10145664	10151899	p13.2	protein_coding
ENSG00000124490	CRISP2	6	49660072	49681299	p12.3	protein_coding
ENSG00000065057	NTHL1	16	2089816	2097867	p13.3	protein_coding
ENSG00000125648	SLC25A23	19	6436093	6459781	p13.3	protein_coding
ENSG00000170647	TMEM133	11	100862811	100864663	q22.1	protein_coding
ENSG00000108826	MRPL27	17	48445218	48450575	q21.33	protein_coding
ENSG00000184672	RALYL	8	85095022	85834079	q21.2	protein_coding
ENSG00000099994	SUSD2	22	24577227	24585078	q11.23	protein_coding
ENSG00000141497	ZMYND15	17	4643319	4649411	p13.2	protein_coding
ENSG00000082175	PGR	11	100900355	101001255	q22.1	protein_coding
ENSG00000125630	POLR1B	2	113299492	113334635	q13	protein_coding
ENSG00000233049	DHX16	HSCHR6_MHC_MANN	30665566	30685513		protein_coding
ENSG00000227588		3	2152093	2185925	p26.3	processed_transcript
ENSG00000229077	SLC44A4	HSCHR6_MHC_MCF	31907450	31923299		protein_coding
ENSG00000163848	ZNF148	3	124944405	125094198	q21.2	protein_coding
ENSG00000230398		3	2403942	2404422	p26.3	pseudogene
ENSG00000156467	UQCRB	8	97238148	97247862	q22.1	protein_coding
ENSG00000225310		3	3026915	3027259	p26.2	pseudogene
ENSG00000136152	COG3	13	46039060	46110765	q14.13	protein_coding
ENSG00000237990		3	3081345	3102829	p26.2	processed_transcript
ENSG00000223727		3	3292371	3668980	p26.2	processed_transcript
ENSG00000102931	ARL2BP	16	57279010	57287547	q13	protein_coding
ENSG00000185479	KRT6B	12	52840437	52845910	q13.13	protein_coding
ENSG00000176473	WDR25	14	100842793	100996640	q32.2	protein_coding
ENSG00000229241		3	4023665	4025979	p26.1	pseudogene
ENSG00000196584	XRCC2	7	152341864	152373250	q36.1	protein_coding
ENSG00000081248	CACNA1S	1	201008642	201081694	q32.1	protein_coding
ENSG00000165644	COMTD1	10	76993727	76995788	q22.2	protein_coding
ENSG00000234325		3	4456264	4456644	p26.1	pseudogene
ENSG00000174374	WBSCR16	7	74456291	74490064	q11.23	protein_coding
ENSG00000236086		6	2341684	2341950	p25.2	pseudogene
ENSG00000133627	ACTR3B	7	152456834	152552463	q36.1	protein_coding
ENSG00000129084	PSMA1	11	14515329	14665181	p15.2	protein_coding
ENSG00000154263	ABCA10	17	67143355	67240987	q24.3	protein_coding
ENSG00000147813	NAPRT1	8	144656955	144660819	q24.3	protein_coding
ENSG00000169682	SPNS1	16	28986096	28995869	p11.2	protein_coding
ENSG00000153113	CAST	5	95865525	96115299	q15	protein_coding
ENSG00000131791	PRKAB2	1	146626685	146644129	q21.1	protein_coding
ENSG00000144026	ZNF514	2	95813075	95831158	q11.1	protein_coding
ENSG00000236617		1	230451436	230452000	q42.13	protein_coding
ENSG00000164305	CASP3	4	185548850	185570663	q35.1	protein_coding
ENSG00000196975	ANXA4	2	69947923	70053596	p13.3	protein_coding
ENSG00000177614	PGBD5	1	230457392	230561475	q42.13	protein_coding
ENSG00000227761	BAT3	HSCHR6_MHC_DBB	31588979	31602664		protein_coding
ENSG00000171806	C1orf156	1	169761670	169764107	q24.2	protein_coding
ENSG00000163067	ZNF2	2	95831177	95850065	q11.1	protein_coding
ENSG00000103197	TSC2	16	2097466	2138721	p13.3	protein_coding
ENSG00000102934	PLLP	16	57290009	57318599	q13	protein_coding
ENSG00000058056	USP13	3	179370543	179507189	q26.33	protein_coding
ENSG00000154175	ABI3BP	3	100468000	100712359	q12.2	protein_coding
ENSG00000196531	NACA	12	57094565	57119326	q13.3	protein_coding
ENSG00000177098	SCN4B	11	118004092	118023603	q23.3	protein_coding
ENSG00000000457	SCYL3	1	169821804	169863408	q24.2	protein_coding
ENSG00000102962	CCL22	16	57392684	57400102	q13	protein_coding
ENSG00000144451	SPAG16	2	214149113	215275225	q34	protein_coding
ENSG00000131781	FMO5	1	146646930	146714700	q21.1	protein_coding
ENSG00000102452	NALCN	13	101706130	102068843	q33.1	protein_coding
ENSG00000122952	ZWINT	10	58116989	58121036	q21.1	protein_coding
ENSG00000228718		6	2637170	2640235	p25.2	processed_transcript
ENSG00000231249		3	4532575	4534847	p26.1	processed_transcript
ENSG00000251499		6	2749422	2765826	p25.2	processed_transcript
ENSG00000139168	ZCRB1	12	42705888	42719932	q12	protein_coding
ENSG00000235947	EGOT	3	4790876	4793274	p26.1	processed_transcript
ENSG00000230438		6	2854891	2876744	p25.2	processed_transcript
ENSG00000070087	PFN2	3	149682691	149768575	q25.1	protein_coding
ENSG00000149575	SCN2B	11	118032666	118047388	q23.3	protein_coding
ENSG00000235831		3	4938493	5021646	p26.1	processed_transcript
ENSG00000134283	PPHLN1	12	42719947	42842422	q12	protein_coding
ENSG00000183092	BEGAIN	14	101003490	101036131	q32.2	protein_coding
ENSG00000232999		6	2910847	2912347	p25.2	pseudogene
ENSG00000130545	CRB3	19	6464260	6467225	p13.3	protein_coding
ENSG00000114520	SNX4	3	125165495	125239041	q21.2	protein_coding
ENSG00000144283	PKP4	2	159313476	159539391	q24.1	protein_coding
ENSG00000197992	CLEC9A	12	10183276	10218565	p13.2	protein_coding
ENSG00000128607	KLHDC10	7	129710350	129773596	q32.2	protein_coding
